MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,RingCount,activity_label
414.3110000000001,4.476600000000003,2,6,77.80000000000001,7,3,1
292.34600000000006,3.650800000000002,2,5,74.56,5,3,1
397.84100000000007,4.4746400000000035,2,4,73.91,3,4,0
433.31300000000016,6.115200000000003,2,5,74.56,6,4,1
220.253,1.2908799999999998,3,4,90.27,2,1,0
282.387,4.417760000000005,1,3,67.81,1,1,0
355.76000000000005,3.8335000000000017,3,4,82.69999999999999,3,4,0
602.6990000000002,4.4144200000000025,4,8,129.20000000000002,9,7,1
602.6990000000002,4.4144200000000025,4,8,129.20000000000002,9,7,1
602.6990000000002,4.4144200000000025,4,8,129.20000000000002,9,7,0
245.194,1.73956,1,6,120.17999999999999,3,1,0
455.8770000000003,4.467540000000002,4,5,120.00000000000001,6,4,1
511.9890000000001,4.213520000000002,4,6,115.04000000000002,9,4,1
511.9890000000001,4.213520000000002,4,6,115.04000000000002,9,4,1
306.3730000000001,4.2421200000000026,1,5,65.77,4,3,1
170.17099999999996,1.8227599999999997,1,3,67.81,1,1,0
401.2680000000001,4.561400000000003,2,6,83.79,7,3,1
205.16899999999998,1.0893799999999998,3,4,101.55,2,1,0
186.17,1.7084599999999999,2,4,88.04,1,1,0
331.129,2.027240000000001,3,6,137.85,2,1,1
279.093,2.5938600000000007,1,4,77.03999999999999,2,1,0
442.5150000000003,5.079000000000003,3,3,91.42,6,5,0
366.4170000000002,3.4120000000000017,3,3,91.42,5,4,0
370.45200000000017,5.061800000000003,2,2,54.12,3,5,0
519.4320000000004,6.664680000000005,1,6,70.41,6,5,0
370.4520000000002,5.061800000000003,2,2,54.12,3,5,0
380.4000000000002,3.101600000000002,4,3,119.49000000000001,5,4,0
294.3540000000001,3.394800000000002,2,2,54.12,2,4,0
412.48900000000026,5.070400000000004,3,2,82.19,5,5,0
442.5150000000004,5.079000000000003,3,3,91.42,6,5,0
264.328,3.3862000000000023,2,1,44.89,1,4,0
415.2870000000002,4.165900000000002,3,2,82.19,4,4,0
343.4080000000002,2.0336000000000003,3,3,105.05000000000001,2,4,0
340.4260000000002,5.053200000000004,2,1,44.89,2,5,0
296.326,2.8330200000000003,3,2,82.19,4,3,0
238.29000000000002,3.1242400000000004,2,1,44.89,1,3,0
370.45200000000017,5.061800000000003,2,2,54.12,3,5,0
308.33700000000016,3.0844000000000014,3,2,82.19,2,4,0
415.4710000000003,2.0508,4,4,142.35000000000002,5,4,0
336.39100000000025,3.403400000000002,3,2,82.19,4,4,0
343.22400000000016,4.1487000000000025,2,1,44.89,1,4,0
442.5150000000004,5.079000000000003,3,3,91.42,6,5,0
341.45500000000015,4.059400000000003,3,4,70.23,4,4,0
441.3330000000001,3.6115000000000013,1,6,74.25,7,3,1
441.3330000000001,3.6115000000000013,1,6,74.25,7,3,0
280.33500000000004,2.53782,1,6,66.83000000000001,3,3,1
271.71100000000007,3.1252200000000014,1,5,63.59,2,3,1
405.45700000000016,5.974400000000004,2,4,61.440000000000005,5,5,0
405.45700000000016,5.974400000000004,2,4,61.440000000000005,5,5,0
496.40900000000005,4.377200000000003,1,6,70.59,8,4,1
496.40900000000005,4.377200000000003,1,6,70.59,8,4,1
411.2920000000001,5.528800000000003,1,5,59.81,4,4,1
476.1610000000001,5.8084000000000024,1,5,59.81,3,4,1
427.2910000000001,5.054500000000003,1,6,69.03999999999999,4,4,1
631.6100000000001,9.280799999999996,2,6,68.06,7,6,0
412.39200000000017,5.0252000000000026,2,6,76.66000000000001,6,3,0
540.4220000000001,2.8641000000000005,3,8,121.37,9,4,1
540.4220000000001,2.8641000000000005,3,8,121.37,9,4,1
540.4220000000001,2.8641000000000005,3,8,121.37,9,4,1
403.3130000000003,5.0469000000000035,1,5,59.81,3,4,0
332.16100000000006,2.9345,1,6,72.82000000000001,3,3,1
446.9100000000004,4.275600000000003,1,7,68.74000000000001,8,4,1
417.46500000000026,3.8817800000000027,1,7,85.63000000000001,10,3,1
363.4630000000001,4.872600000000003,1,4,46.17,4,4,0
252.28100000000003,2.0540199999999995,2,6,89.61,2,3,1
622.7719999999999,7.991200000000005,2,8,86.52000000000001,9,6,0
273.28799999999995,2.4965,3,5,78.79,4,2,0
273.244,2.2521999999999998,4,5,110.35000000000001,3,2,0
558.8690000000005,5.235100000000005,2,7,88.61,9,4,1
558.8690000000005,5.235100000000005,2,7,88.61,9,4,1
558.8690000000005,5.235100000000005,2,7,88.61,9,4,1
428.2790000000001,4.449500000000002,1,7,81.92999999999999,4,4,0
266.308,2.5135200000000006,2,6,75.62,3,3,1
590.7740000000001,8.590840000000002,2,6,68.06,7,6,0
301.29800000000006,2.6436,2,6,88.35000000000001,4,2,0
273.28800000000007,2.4965000000000006,3,5,78.79,4,2,0
325.32700000000006,3.839200000000001,3,2,77.75,0,6,0
442.2730000000001,3.588700000000001,2,7,106.10000000000001,6,3,1
442.2730000000001,3.588700000000001,2,7,106.10000000000001,6,3,1
412.28000000000014,4.309400000000003,1,6,72.7,4,4,0
441.31800000000015,5.3629200000000035,1,6,69.03999999999999,4,4,1
444.3370000000004,3.0601000000000003,2,8,88.09,7,4,1
562.7200000000003,7.9740000000000055,2,6,68.06,7,6,0
489.4510000000003,4.131900000000003,1,7,66.28999999999999,8,4,0
427.29100000000017,4.538200000000003,2,6,80.04,4,4,1
430.31000000000034,2.67,2,8,88.09,6,4,1
430.31000000000034,2.67,2,8,88.09,6,4,1
327.3430000000001,3.216400000000001,3,2,77.75,2,5,0
618.8280000000002,7.946600000000007,4,4,89.78,13,6,1
252.28100000000003,2.2051,2,6,75.62,3,3,1
361.3570000000001,3.4686000000000003,5,6,110.69000000000001,4,4,0
369.22200000000004,4.260400000000002,2,4,66.91,4,3,1
369.22200000000004,4.260400000000002,2,4,66.91,4,3,1
384.2370000000001,4.045500000000002,2,5,79.8,4,3,1
384.2370000000001,4.045500000000002,2,5,79.8,4,3,1
411.29200000000014,4.914400000000003,1,5,59.81,4,4,0
612.7400000000001,7.717360000000005,2,8,115.63999999999999,7,6,0
594.7180000000003,7.3852000000000055,4,8,108.52000000000001,7,6,0
296.39500000000004,3.3602000000000016,1,2,32.34,2,3,0
357.41300000000007,4.106000000000003,1,4,52.65,4,4,0
384.2370000000001,3.679700000000002,1,5,71.01,4,3,1
384.2370000000001,3.679700000000002,1,5,71.01,4,3,1
526.4390000000001,3.8737000000000013,3,7,112.14,11,3,1
526.4390000000001,3.8737000000000013,3,7,112.14,11,3,1
526.4390000000001,3.8737000000000013,3,7,112.14,11,3,1
590.7740000000001,8.590840000000002,2,6,68.06,7,6,0
652.7140000000003,7.790400000000005,2,10,154.34,9,6,0
678.7919999999999,7.8246000000000056,2,10,120.66000000000003,9,6,0
316.81300000000005,3.839500000000002,1,2,32.34,2,3,0
296.3950000000001,4.1525000000000025,1,3,34.03,3,3,0
497.39700000000005,3.7722000000000024,1,7,83.48,8,4,1
497.39700000000005,3.7722000000000024,1,7,83.48,8,4,1
349.22100000000006,3.3683000000000023,0,5,51.02,2,3,0
457.3170000000002,5.063100000000004,1,7,78.27,5,4,1
336.58000000000004,3.579300000000001,1,5,63.59,2,3,1
282.36800000000005,3.1861000000000015,1,2,32.34,2,3,1
257.245,2.546600000000001,3,4,90.12,3,2,0
273.28800000000007,2.4965000000000006,3,5,78.79,4,2,0
363.2480000000001,4.122600000000003,1,5,59.81,3,3,0
331.177,2.967600000000001,2,6,75.62,3,3,1
331.177,2.967600000000001,2,6,75.62,3,3,1
384.2370000000001,4.045500000000002,2,5,79.8,4,3,1
384.2370000000001,4.045500000000002,2,5,79.8,4,3,1
383.2490000000001,4.650500000000003,2,4,66.91,4,3,1
383.2490000000001,4.650500000000003,2,4,66.91,4,3,1
317.15000000000003,2.5081000000000007,2,6,89.61,2,3,1
365.44100000000026,2.2159199999999997,2,8,88.09,6,4,1
257.684,2.8168000000000006,1,5,63.59,2,3,0
485.9470000000004,4.391500000000003,2,7,88.61,9,4,1
441.2850000000001,4.193700000000002,2,6,93.21000000000001,6,3,1
441.2850000000001,4.193700000000002,2,6,93.21000000000001,6,3,1
513.9610000000004,2.894100000000001,3,8,121.37,9,4,1
513.9610000000004,2.894100000000001,3,8,121.37,9,4,1
513.9610000000004,2.894100000000001,3,8,121.37,9,4,1
413.2640000000001,4.751500000000003,2,6,80.04,3,4,1
511.4090000000003,5.931700000000005,1,7,86.11,8,4,1
411.26700000000017,3.3035999999999994,3,7,104.30000000000001,6,4,1
411.26700000000017,3.3035999999999994,3,7,104.30000000000001,6,4,1
344.216,3.5969000000000015,1,5,53.94,3,3,1
344.216,3.5969000000000015,1,5,53.94,3,3,1
404.6550000000001,4.2219000000000015,2,5,79.8,4,3,1
404.6550000000001,4.2219000000000015,2,5,79.8,4,3,1
411.25900000000007,4.2196000000000025,2,5,83.98,5,3,1
411.25900000000007,4.2196000000000025,2,5,83.98,5,3,0
405.2770000000001,4.0211000000000015,2,5,83.98,5,3,1
405.2770000000001,4.0211000000000015,2,5,83.98,5,3,1
346.398,2.84952,3,7,104.30000000000001,6,4,1
590.774,8.590840000000002,2,6,68.06,7,6,0
257.245,2.5465999999999998,3,4,90.12,3,2,0
270.24,2.576800000000001,3,5,90.9,1,3,1
512.412,3.117800000000001,2,7,103.35000000000001,9,3,1
512.412,3.117800000000001,2,7,103.35000000000001,9,3,1
391.25000000000006,3.448100000000002,1,6,84.84,4,3,1
391.25000000000006,3.448100000000002,1,6,84.84,4,3,1
427.2910000000001,5.054500000000003,1,6,69.03999999999999,4,4,1
330.1890000000001,3.5726000000000013,2,5,62.730000000000004,3,3,1
330.1890000000001,3.5726000000000013,2,5,62.730000000000004,3,3,1
509.96900000000045,4.868180000000005,2,7,99.51,9,4,1
287.271,2.3406000000000007,3,6,99.35000000000001,3,2,0
259.26099999999997,2.4081,4,4,89.79,4,2,0
289.28700000000003,2.2021,4,6,99.02000000000001,4,2,0
329.35900000000004,4.057400000000001,3,4,70.23,4,4,1
329.35900000000004,4.057400000000001,3,4,70.23,4,4,0
389.4110000000001,4.074600000000001,3,6,88.69,6,4,0
389.4110000000001,4.074600000000001,3,6,88.69,6,4,0
343.3860000000001,4.081700000000002,2,4,61.440000000000005,4,4,0
343.3860000000001,4.081700000000002,2,4,61.440000000000005,4,4,0
376.41200000000015,4.747000000000003,2,6,76.66000000000001,6,3,0
344.216,3.5969000000000015,1,5,53.94,3,3,1
344.216,3.5969000000000015,1,5,53.94,3,3,1
590.7740000000001,8.590840000000002,2,6,68.06,7,6,0
678.792,7.824600000000006,2,10,120.66000000000003,9,6,0
404.5600000000002,6.371100000000004,1,4,34.03,6,4,0
409.2650000000001,2.2969,2,7,105.07000000000001,5,3,1
455.3010000000002,4.673000000000004,2,6,97.11,5,4,1
427.2910000000001,5.054500000000003,1,6,69.03999999999999,4,4,1
425.2940000000002,3.6246,2,8,93.44,7,4,1
271.272,2.635000000000001,2,5,79.12,3,2,0
303.3140000000001,2.5051000000000005,3,6,88.02000000000001,5,2,0
448.3540000000004,3.4365000000000014,1,7,72.28,6,4,0
435.3110000000003,4.359200000000002,2,6,97.11,8,3,1
393.4430000000002,3.405100000000002,1,7,74.73000000000002,10,3,0
283.35600000000005,2.581100000000001,1,3,45.230000000000004,2,3,0
383.249,4.650500000000003,2,4,66.91,4,3,1
383.249,4.650500000000003,2,4,66.91,4,3,1
441.27400000000017,4.744100000000002,2,6,97.11,4,4,1
343.228,4.201900000000003,1,4,41.050000000000004,3,3,1
344.216,3.5969000000000015,1,5,53.940000000000005,3,3,1
344.216,3.5969000000000015,1,5,53.940000000000005,3,3,1
316.16200000000003,3.113100000000001,2,5,76.72,2,3,1
316.16200000000003,3.113100000000001,2,5,76.72,2,3,1
622.772,7.9912000000000045,2,8,86.52000000000001,9,6,0
594.7180000000003,7.3852000000000055,4,8,108.52000000000001,7,6,0
289.28700000000003,2.2021,4,6,99.02000000000001,4,2,0
357.4130000000001,4.674240000000003,3,4,70.22999999999999,4,4,0
357.4130000000001,4.674240000000003,3,4,70.22999999999999,4,4,0
481.5550000000002,7.391400000000005,3,4,70.23,6,6,0
481.5550000000002,7.391400000000005,3,4,70.23,6,6,0
498.3850000000001,3.0935000000000006,3,7,112.14,9,3,1
498.3850000000001,3.0935000000000006,3,7,112.14,9,3,1
498.3850000000001,3.0935000000000006,3,7,112.14,9,3,1
365.22000000000014,2.7065000000000006,2,6,80.04,4,3,0
398.2530000000001,4.440900000000003,1,6,72.7,3,4,1
470.9320000000004,4.752280000000004,1,7,79.64,8,4,0
678.792,7.824600000000006,2,10,120.66000000000003,9,6,0
273.28800000000007,2.4965000000000006,3,5,78.79,4,2,0
446.3080000000001,5.182800000000003,2,5,79.8,5,4,1
446.3080000000001,5.182800000000003,2,5,79.8,5,4,1
321.1670000000001,2.8845,1,5,73.8,1,3,0
331.17300000000006,3.539500000000002,1,5,59.93000000000001,3,3,1
598.7000000000003,8.252200000000002,2,6,68.06,7,6,0
594.7180000000003,7.3852000000000055,4,8,108.52000000000001,7,6,0
564.6960000000003,6.764000000000005,2,8,93.84,7,6,0
370.21000000000004,3.655400000000002,2,5,79.8,4,3,1
370.21000000000004,3.655400000000002,2,5,79.8,4,3,1
437.21900000000016,5.192900000000002,2,4,66.91,4,3,1
437.21900000000016,5.192900000000002,2,4,66.91,4,3,1
381.23300000000006,4.415500000000002,2,4,66.91,4,3,1
381.23300000000006,4.415500000000002,2,4,66.91,4,3,1
412.2800000000001,4.923800000000003,1,6,72.7,4,4,1
631.6100000000001,9.280799999999996,2,6,68.06,7,6,0
434.37100000000015,4.446100000000003,1,6,63.050000000000004,8,3,0
475.42400000000026,3.7418000000000013,1,7,66.28999999999999,7,4,1
345.20400000000006,2.9919000000000002,1,6,66.83000000000001,3,3,1
345.20400000000006,2.9919000000000002,1,6,66.83000000000001,3,3,1
631.6100000000001,9.280799999999996,2,6,68.06,7,6,0
698.7140000000003,10.011599999999993,2,6,68.06,7,6,0
379.3790000000001,3.800760000000002,3,6,117.81,4,4,0
498.38100000000014,4.125500000000002,2,7,96.45,9,3,1
498.38100000000014,4.125500000000002,2,7,96.45,9,3,1
498.38100000000014,4.125500000000002,2,7,96.45,9,3,1
375.25100000000003,3.782000000000002,1,5,73.75999999999999,4,3,1
375.25100000000003,3.782000000000002,1,5,73.75999999999999,4,3,1
335.1940000000001,3.344000000000001,1,5,59.81,2,3,0
412.28000000000014,4.309400000000003,1,6,72.7,4,4,0
431.71000000000015,5.699300000000003,1,5,59.81,3,4,0
396.24800000000005,4.2116000000000025,2,5,79.8,5,3,1
396.24800000000005,4.2116000000000025,2,5,79.8,5,3,1
406.2650000000001,3.416100000000001,2,6,96.87,5,3,1
406.2650000000001,3.416100000000001,2,6,96.87,5,3,1
483.3550000000003,5.453200000000004,2,6,97.11,7,4,1
398.2530000000001,4.440900000000003,1,6,72.7,3,4,1
390.53300000000013,6.230000000000004,1,4,34.03,5,4,0
275.26000000000005,2.1137,5,5,110.02000000000001,4,2,0
355.3970000000001,3.860000000000003,1,4,52.650000000000006,2,5,0
413.2310000000001,3.715200000000001,3,5,104.21,5,3,1
413.2310000000001,3.715200000000001,3,5,104.21,5,3,1
397.2650000000001,5.045900000000003,1,5,59.81,3,4,1
315.17400000000004,3.7181000000000015,2,4,63.83,2,3,1
329.2010000000001,4.177600000000002,2,4,49.84,3,3,1
720.5120000000002,9.498999999999995,2,6,68.06,7,6,0
622.772,7.9912000000000045,2,8,86.52000000000001,9,6,0
622.772,7.991200000000006,2,8,86.52000000000001,9,6,0
259.261,2.4081000000000006,4,4,89.79,4,2,0
521.3790000000002,3.428600000000001,3,8,126.72000000000001,9,4,1
521.3790000000002,3.428600000000001,3,8,126.72000000000001,9,4,1
521.3790000000002,3.428600000000001,3,8,126.72000000000001,9,4,1
461.3970000000002,3.351700000000001,1,7,66.28999999999999,6,4,0
426.3070000000002,4.351900000000003,1,6,72.7,5,4,0
388.2730000000001,2.8994,2,7,78.86,6,3,1
678.7919999999999,7.824600000000006,2,10,120.66000000000003,9,6,0
271.272,2.635000000000001,2,5,79.12,3,2,0
349.22100000000006,3.7341000000000015,1,5,59.81,3,3,0
411.2920000000002,5.354320000000003,1,5,59.81,3,4,1
330.18500000000006,4.1445000000000025,1,4,47.040000000000006,3,3,1
469.32800000000015,5.2226000000000035,1,7,86.11,5,4,0
365.33900000000006,4.335600000000002,3,4,70.23,4,4,1
365.33900000000006,4.335600000000002,3,4,70.23,4,4,0
581.1510000000001,5.266600000000002,3,4,70.23,4,4,0
359.3850000000001,4.066000000000002,3,5,79.46000000000001,5,4,0
359.3850000000001,4.066000000000002,3,5,79.46000000000001,5,4,0
371.3960000000001,3.998400000000002,2,4,78.51,4,4,0
371.3960000000001,3.998400000000002,2,4,78.51,4,4,0
497.3970000000001,3.698500000000001,3,6,99.25000000000001,9,3,1
497.3970000000001,3.698500000000001,3,6,99.25000000000001,9,3,1
497.3970000000001,3.698500000000001,3,6,99.25000000000001,9,3,1
467.9320000000002,5.097580000000004,2,6,90.27999999999999,8,3,1
631.6100000000001,9.280799999999996,2,6,68.06,7,6,0
471.60500000000025,5.749800000000005,3,6,76.71000000000001,10,4,0
343.38600000000014,4.399600000000002,2,4,61.440000000000005,4,4,0
343.38600000000014,4.399600000000002,2,4,61.440000000000005,4,4,0
377.27500000000015,4.514300000000003,1,5,59.81,5,3,0
316.16200000000003,3.113100000000001,2,5,76.72,2,3,1
316.16200000000003,3.113100000000001,2,5,76.72,2,3,1
330.189,3.572600000000002,2,5,62.730000000000004,3,3,1
330.189,3.572600000000002,2,5,62.730000000000004,3,3,1
490.65100000000024,3.3449000000000018,4,9,120.51,11,3,0
401.8460000000001,3.3046000000000015,3,6,94.14,2,4,0
343.386,4.658000000000003,2,5,67.27000000000001,5,4,1
275.285,2.7857000000000003,4,6,93.81,1,3,0
453.34400000000034,3.817800000000002,1,7,68.10000000000001,5,5,1
453.34400000000034,3.817800000000002,1,7,68.10000000000001,5,5,1
393.4430000000002,3.405100000000002,1,7,74.73000000000002,10,3,1
446.9100000000004,4.275600000000003,1,7,68.74000000000001,8,4,1
360.2110000000001,4.153100000000003,1,5,56.27000000000001,4,3,1
396.2920000000001,4.6788000000000025,2,4,56.84,4,4,1
396.2920000000001,4.6788000000000025,2,4,56.84,4,4,1
299.17100000000005,4.740900000000003,1,2,24.92,2,3,0
299.17100000000005,4.740900000000003,1,2,24.92,2,3,0
520.6550000000002,4.745600000000003,2,8,102.44000000000001,14,4,1
357.41300000000007,4.961000000000003,1,5,56.27000000000001,6,4,1
581.0690000000002,6.139100000000005,2,8,106.35000000000001,11,5,1
398.2200000000001,3.5702000000000016,2,6,92.92999999999999,4,4,1
398.2200000000001,3.5702000000000016,2,6,92.92999999999999,4,4,0
452.35600000000034,4.422800000000003,1,6,55.21000000000001,5,5,1
452.35600000000034,4.422800000000003,1,6,55.21000000000001,5,5,1
388.26500000000016,4.933300000000004,1,5,56.27000000000001,6,3,1
510.5160000000002,5.789900000000005,2,6,85.37,11,4,1
300.15900000000005,4.135900000000001,1,3,37.81,2,3,1
330.185,4.144500000000002,1,4,47.04,3,3,0
259.286,3.0801,3,5,73.58000000000001,1,3,0
314.186,4.444320000000002,1,3,37.81,2,3,0
466.96600000000007,3.959100000000002,2,7,93.21000000000001,11,3,1
466.96600000000007,3.959100000000002,2,7,93.21000000000001,11,3,1
302.23800000000006,1.988,5,7,131.36,1,3,0
414.26300000000015,2.8388,3,7,96.09,5,4,1
414.26300000000015,2.8388,3,7,96.09,5,4,1
424.3460000000001,5.042300000000004,1,5,45.980000000000004,6,4,1
424.3460000000001,5.042300000000004,1,5,45.980000000000004,6,4,1
573.0900000000001,5.5381000000000045,2,8,102.44000000000001,14,4,1
354.21100000000007,4.022600000000002,1,5,55.63,2,4,1
354.21100000000007,4.022600000000002,1,5,55.63,2,4,1
397.2320000000001,4.175200000000002,2,5,80.04,4,4,1
397.2320000000001,4.175200000000002,2,5,80.04,4,4,0
506.6280000000002,4.355500000000003,2,8,102.44000000000001,13,4,1
410.3190000000001,4.652200000000003,1,5,45.980000000000004,5,4,1
410.3190000000001,4.652200000000003,1,5,45.980000000000004,5,4,1
454.32800000000015,4.222000000000002,2,6,83.14,6,4,1
454.32800000000015,4.222000000000002,2,6,83.14,6,4,1
440.3010000000001,4.133600000000002,3,5,94.14,6,4,1
440.3010000000001,4.133600000000002,3,5,94.14,6,4,1
616.6620000000004,5.546900000000005,1,8,110.72,14,4,1
438.5530000000002,3.1479000000000017,2,7,93.21000000000001,11,3,1
438.5530000000002,3.1479000000000017,2,7,93.21000000000001,11,3,1
554.6940000000002,3.9994000000000023,2,9,127.35,13,4,1
383.4510000000001,5.517200000000004,1,5,56.27000000000001,8,4,1
411.30700000000013,4.047200000000002,1,6,58.870000000000005,5,4,1
411.30700000000013,4.047200000000002,1,6,58.870000000000005,5,4,1
340.184,4.012200000000001,2,4,66.49000000000001,2,4,1
340.184,4.012200000000001,2,4,66.49000000000001,2,4,1
340.184,4.012200000000001,2,4,66.49000000000001,2,4,1
339.196,4.617200000000001,2,3,53.6,2,4,1
339.196,4.617200000000001,2,3,53.6,2,4,1
339.196,4.617200000000001,2,3,53.6,2,4,1
453.38800000000015,4.6106000000000025,2,5,60.08,7,4,1
453.38800000000015,4.6106000000000025,2,5,60.08,7,4,1
